# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = code_4_model
# start_datetime = 2023-03-17 09:28:41 UTC
# method = sample (Default)
#   sample
#     num_samples = 10000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 4838282
# output
#   file = /root/dupa/LAB_01/samples/code_4-20230317092841_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta
-0.65503,0,0.368252,0,1,1,0.988392,0.230672
-0.65503,0,0.368252,0,1,1,0.893835,0.230672
-0.796203,0.965924,0.368252,1,1,0,0.800423,0.0542941
-0.796203,0,0.368252,0,1,1,1.33158,0.0542941
-0.659668,1,0.368252,1,1,0,0.792573,0.252335
-1.50651,0.938008,0.368252,2,5,0,1.5925,1.2498
-0.794845,0.5,0.368252,1,2,1,3.37059,0.495397
-0.959621,0.994,0.368252,1,3,0,1.04301,0.694899
-1.23124,0.994287,0.368252,1,3,0,1.43341,0.981194
-1.80138,0.664487,0.368252,1,3,1,2.71441,1.52557
-2.08576,0.999675,0.368252,3,7,0,2.08605,1.78443
-2.13895,0.999873,0.368252,1,1,0,2.14081,1.83228
-1.85006,0.920297,0.368252,2,5,0,2.28711,1.5703
-1.82031,0.999939,0.368252,2,3,0,1.9102,1.543
-2.13083,0.799505,0.368252,2,5,1,2.31256,1.82498
-1.02733,0.749633,0.368252,3,7,0,1.04497,0.017962
-0.846804,0.33157,0.368252,3,7,0,1.82781,0.562298
-1.03387,0.996689,0.368252,3,7,0,1.17117,0.776505
-1.28115,0.665553,0.368252,1,3,1,1.42892,1.03103
-1.05238,0.666893,0.368252,1,3,0,1.39703,0.796361
-0.668317,0.5,0.368252,1,2,1,1.83271,0.280211
-0.730523,0.985688,0.368252,2,7,0,0.758179,0.402314
-0.730523,0,0.368252,0,1,1,1.3892,0.402314
-0.972536,1,0.368252,1,1,0,1.16971,0.0229252
-0.972536,0.510246,0.368252,1,1,0,1.00575,0.0229252
-0.787117,0.684505,0.368252,2,3,0,0.895197,0.484954
-0.787117,0,0.368252,0,1,1,1.96771,0.484954
-1.37415,0.483512,0.368252,1,2,1,2.6953,1.12241
-1.41676,0.999744,0.368252,1,1,0,1.4189,1.16373
-0.993672,0.666667,0.368252,1,3,1,1.94844,0.732747
-0.66102,0.5,0.368252,1,2,1,1.63616,0.25736
-1.06027,0.462293,0.368252,1,2,1,2.02053,0.804779
-2.36547,0.982459,0.368252,2,7,0,3.28061,2.03442
-4.68516,0.747314,0.368252,2,4,1,7.58318,4.02672
-4.9747,0.999838,0.368252,1,3,0,5.08971,4.27009
-4.94993,0.999989,0.368252,2,3,0,5.05115,4.24929
-4.94285,1,0.368252,1,1,0,4.96861,4.24335
-5.10786,0.999902,0.368252,2,3,0,5.23334,4.38178
-2.61862,0.888789,0.368252,3,9,1,6.0563,2.25777
-1.81222,0.833291,0.368252,2,6,1,2.81102,1.53555
-1.76997,1,0.368252,1,1,0,1.81539,1.49661
-1.58962,1,0.368252,2,3,0,1.77951,1.3285
-1.77838,0.999047,0.368252,2,3,0,1.86225,1.50438
-1.72019,1,0.368252,1,1,0,1.77891,1.45054
-1.09372,0.666667,0.368252,1,3,1,2.89504,0.840137
-1.06039,1,0.368252,2,3,0,1.09566,0.804907
-0.867203,0.999335,0.368252,1,3,0,1.1576,0.587328
-0.681483,0.999551,0.368252,2,7,0,0.873746,0.118329
-0.669507,0.884659,0.368252,2,3,0,0.750779,0.28349
-2.50238,0.88618,0.368252,2,7,0,3.21186,2.15551
-2.20164,0.999853,0.368252,1,3,0,2.65672,1.88847
-1.99568,1,0.368252,2,3,0,2.20973,1.70303
-1.96799,1,0.368252,2,3,0,2.00322,1.6779
-1.60013,0.799877,0.368252,2,5,1,2.26116,1.3384
-1.62861,0.999878,0.368252,1,1,0,1.63493,1.36514
-1.1279,0.999693,0.368252,3,7,0,1.85138,0.875791
-1.17863,0.999835,0.368252,2,3,0,1.17895,0.927948
-0.77408,0.5,0.368252,1,2,1,1.80029,0.466963
-0.747646,1,0.368252,1,1,0,0.773185,0.428732
-0.757161,0.999374,0.368252,2,3,0,0.783575,0.442802
-0.757161,0,0.368252,0,1,1,1.67021,0.442802
-1.67088,0.46198,0.368252,1,2,1,4.8892,1.40466
-0.956286,0.799868,0.368252,2,5,1,1.86577,0.691149
-0.774569,0.666667,0.368252,1,3,1,1.06312,0.467646
-0.948121,0.995334,0.368252,2,3,0,0.948124,0.681932
-0.948032,1,0.368252,2,3,0,0.960218,0.68183
-1.44658,0.743354,0.368252,2,4,1,2.24513,1.19247
-1.21159,0.999677,0.368252,1,3,0,1.55568,0.961399
-1.83263,0.797311,0.368252,2,5,1,1.93885,1.55431
-1.17323,0.666667,0.368252,1,3,1,3.10113,0.922438
-0.674656,0.5,0.368252,1,2,1,2.37714,0.296756
-0.653483,0.998344,0.368252,1,3,0,0.699688,0.181633
-0.653379,0.999396,0.368252,2,7,0,0.657079,0.218608
-0.653379,0,0.368252,0,1,1,0.921381,0.218608
-0.756006,0.489187,0.368252,1,2,1,0.886113,0.441115
-0.756006,0,0.368252,0,1,1,1.51222,0.441115
-0.756006,0,0.368252,0,1,1,3.38201,0.441115
-0.740537,1,0.368252,2,7,0,0.745236,0.0753757
-0.725153,0.888334,0.368252,3,7,0,0.972115,0.393678
-0.685245,0.5,0.368252,1,2,1,0.881445,0.114153
-0.693778,0.318052,0.368252,2,3,0,0.842233,0.338197
-0.731863,0.994323,0.368252,1,3,0,0.734772,0.404439
-0.731863,0,0.368252,0,1,1,2.92188,0.404439
-0.731618,1,0.368252,1,1,0,0.737942,0.404052
-0.687046,0.983248,0.368252,3,7,0,1.34206,0.324613
-0.708828,0.998756,0.368252,2,3,0,0.719556,0.366084
-0.728314,0.998937,0.368252,1,1,0,0.728463,0.398785
-0.864604,0.664405,0.368252,1,3,1,0.936962,0.58417
-1.07708,0.664973,0.368252,1,3,1,1.20657,0.822609
-1.06684,1,0.368252,3,7,0,1.08623,0.811758
-0.918381,1,0.368252,1,3,0,1.10864,0.647901
-1.20827,0.664635,0.368252,1,3,1,1.45646,0.958042
-2.08689,0.427359,0.368252,2,3,0,4.39661,1.78545
-2.04863,1,0.368252,2,3,0,2.0916,1.75094
-2.03937,1,0.368252,1,1,0,2.06333,1.74257
-1.83907,0.999912,0.368252,2,3,0,2.12481,1.56022
-1.64418,0.999895,0.368252,2,3,0,1.92156,1.37972
-1.67196,0.999984,0.368252,3,7,0,1.67864,1.40568
-1.69743,0.999901,0.368252,1,1,0,1.70493,1.4294
-1.52853,0.999851,0.368252,2,3,0,1.78553,1.27075
-1.16188,0.749703,0.368252,2,4,1,1.87256,0.910827
-0.832247,0.75,0.368252,2,4,1,1.17139,0.544057
-1.48091,0.485052,0.368252,1,2,1,3.00606,1.22537
-0.840976,0.999687,0.368252,2,5,0,1.64132,0.555037
-0.820136,1,0.368252,1,1,0,0.842606,0.528607
-1.37121,0.487597,0.368252,1,2,1,2.4869,1.11955
-1.10988,0.8,0.368252,2,5,1,1.36881,0.857049
-1.12931,0.999798,0.368252,1,1,0,1.13569,0.877261
-1.09635,0.999862,0.368252,2,3,0,1.17221,0.842897
-1.38331,0.995904,0.368252,1,3,0,1.58554,1.13133
-2.28989,0.663248,0.368252,1,3,1,4.64672,1.96724
-1.74318,0.999314,0.368252,2,5,0,3.01459,1.47185
-1.02609,0.5,0.368252,1,2,1,3.35392,0.768105
-0.766875,0.998371,0.368252,2,5,0,1.2732,0.456797
-0.725126,0.99599,0.368252,3,7,0,1.02276,0.393633
-0.845293,0.664666,0.368252,1,3,1,0.900041,0.56042
-1.18225,0.663191,0.368252,1,3,1,1.56854,0.931639
-1.11117,0.999346,0.368252,3,7,0,1.40174,0.858397
-0.771494,0.5,0.368252,1,2,1,1.54657,0.463333
-0.711717,0.941426,0.368252,1,3,0,0.777599,0.371137
-1.01217,0.488596,0.368252,1,2,1,1.43569,0.752996
-0.756672,1,0.368252,1,3,0,1.25863,0.442089
-0.907534,0.99551,0.368252,2,3,0,0.9078,0.635294
-0.738515,0.749541,0.368252,2,4,1,1.0116,0.414839
-0.738515,0,0.368252,0,1,1,3.48478,0.414839
-0.739038,0.999992,0.368252,2,3,0,0.745323,0.415646
-0.876639,0.992981,0.368252,1,3,0,0.945842,0.598719
-1.138,0.992543,0.368252,1,3,0,1.34549,0.886251
-1.52015,0.665168,0.368252,1,3,1,1.90875,1.26278
-1.40294,0.999743,0.368252,2,3,0,1.62286,1.15037
-1.13267,0.8,0.368252,2,5,1,1.40071,0.880739
-1.15247,0.999805,0.368252,1,1,0,1.15893,0.901163
-1.19713,0.999863,0.368252,2,3,0,1.19813,0.946762
-0.752554,1,0.368252,2,7,0,1.25729,0.436038
-1.98427,0.948595,0.368252,2,7,0,2.97121,1.69268
-0.732878,0.75,0.368252,2,4,1,1.89787,0.0792353
-0.690006,0.890806,0.368252,3,7,0,0.890968,0.109332
-0.690006,0,0.368252,0,1,1,0.965251,0.109332
-0.690006,0.0230757,0.368252,1,1,0,0.792514,0.109332
-0.673687,1,0.368252,1,1,0,0.689352,0.128349
-0.682856,0.498914,0.368252,2,3,0,0.784168,0.315678
-0.652384,0.998639,0.368252,2,7,0,0.704523,0.202831
-0.664336,0.997836,0.368252,1,3,0,0.672755,0.268453
-0.673145,0.999701,0.368252,2,3,0,0.673145,0.292998
-0.652725,0.996673,0.368252,1,3,0,0.692299,0.189372
-0.652725,0,0.368252,0,1,1,5.01953,0.189372
-0.652725,0,0.368252,0,1,1,0.825283,0.189372
-0.652864,0.998833,0.368252,2,3,0,0.662114,0.212975
-0.748378,0.975776,0.368252,1,3,0,0.871739,0.429828
-0.669571,1,0.368252,1,3,0,0.784439,0.283664
-0.70287,0.989442,0.368252,1,3,0,0.708579,0.355385
-0.773607,0.997014,0.368252,2,3,0,0.777858,0.4663
-1.04969,0.996017,0.368252,1,3,0,1.34032,0.793486
-1.08704,0.999556,0.368252,1,1,0,1.08856,0.833111
-0.654021,0.749648,0.368252,2,4,1,1.18576,0.223949
-0.682393,0.994979,0.368252,1,3,0,0.698014,0.314664
-0.880546,0.988683,0.368252,2,7,0,0.888788,0.603403
-0.78186,0.66674,0.368252,1,3,0,0.899141,0.477757
-0.78186,0,0.368252,0,1,1,2.66856,0.477757
-1.0239,0.989017,0.368252,1,3,0,1.23731,0.765742
-1.716,0.492196,0.368252,1,2,1,3.22954,1.44665
-1.65279,1,0.368252,1,1,0,1.71602,1.38777
-1.19448,1,0.368252,3,7,0,1.65961,0.944077
-1.20876,0.999764,0.368252,2,3,0,1.26355,0.95854
-1.70707,0.746817,0.368252,2,4,1,2.39162,1.43836
-1.41904,0.999632,0.368252,1,3,0,1.87486,1.16594
-1.42366,0.999974,0.368252,1,1,0,1.43815,1.1704
-1.42324,1,0.368252,1,1,0,1.44016,1.16999
-0.732217,0.5,0.368252,1,2,1,3.33098,0.405
-0.754719,0.998995,0.368252,1,1,0,0.754986,0.439228
-0.69128,0.863234,0.368252,1,3,0,0.766759,0.333254
-0.686712,1,0.368252,1,1,0,0.692854,0.323915
-0.686712,0,0.368252,0,1,1,1.15483,0.323915
-0.681756,1,0.368252,1,1,0,0.687798,0.313261
-0.668963,1,0.368252,2,3,0,0.725729,0.282002
-2.1714,0.649074,0.368252,2,4,1,3.90064,1.86139
-1.5107,0.749645,0.368252,2,4,1,3.32984,1.25379
-0.956685,0.99972,0.368252,3,7,0,1.69301,0.691598
-0.832095,0.666667,0.368252,1,3,1,0.987855,0.543865
-0.715747,0.666667,0.368252,1,3,1,0.880377,0.378054
-0.715747,0,0.368252,0,1,1,2.02425,0.378054
-0.652379,0.997605,0.368252,1,3,0,0.777507,0.20252
-0.782971,0.482371,0.368252,1,2,1,0.998094,0.479285
-1.03406,0.99201,0.368252,3,7,0,1.26474,0.776706
-1.01324,1,0.368252,2,3,0,1.03876,0.754162
-0.666365,0.749546,0.368252,2,4,1,1.07791,0.140306
-0.666365,0,0.368252,0,1,1,2.1739,0.140306
-1.13704,0.680768,0.368252,2,4,1,1.16383,0.885255
-0.972138,1,0.368252,3,7,0,1.13875,0.708903
-0.823941,0.999657,0.368252,1,3,0,1.02556,0.53349
-1.69189,0.73387,0.368252,2,4,1,2.09203,1.42424
-1.14683,0.666667,0.368252,1,3,1,2.54169,0.89536
-1.45413,0.748127,0.368252,2,4,1,1.68458,1.19972
-1.1387,0.999246,0.368252,1,3,0,1.69755,0.886972
-0.884709,0.666667,0.368252,1,3,1,1.3243,0.608375
-1.53902,0.488131,0.368252,1,2,1,3.0173,1.28069
-1.55198,0.999991,0.368252,3,7,0,1.56347,1.29297
-1.88461,0.799224,0.368252,2,5,1,2.11765,1.60193
-1.54845,0.999581,0.368252,1,3,0,2.12247,1.28963
-0.872015,0.75,0.368252,2,4,1,1.72973,0.59315
-0.65784,0.75,0.368252,2,4,1,0.831776,0.160991
-0.690703,0.978444,0.368252,1,3,0,0.769607,0.332097
-0.654804,0.718884,0.368252,2,3,0,0.741362,0.173321
-0.652799,0.99979,0.368252,2,3,0,0.656348,0.188376
-0.652362,0.99999,0.368252,1,3,0,0.652858,0.199162
-0.653971,0.999798,0.368252,2,3,0,0.653993,0.223579
-0.698551,0.996765,0.368252,2,7,0,0.731651,0.347365
-0.890251,0.368967,0.368252,2,3,0,1.07608,0.614962
-0.916452,0.999482,0.368252,1,1,0,0.918577,0.645668
-0.71266,0.99802,0.368252,1,3,0,1.09606,0.372768
-0.714126,0.999918,0.368252,1,1,0,0.71872,0.375289
-0.82546,0.995503,0.368252,2,3,0,0.826423,0.535431
-0.702082,1,0.368252,2,3,0,0.819094,0.353941
-0.691298,1,0.368252,1,1,0,0.702061,0.333291
-1.91702,0.943784,0.368252,2,5,0,2.14102,1.63152
-2.98659,0.83183,0.368252,2,6,1,3.42714,2.57873
-3.34375,0.999444,0.368252,1,3,0,3.56727,2.88705
-2.22543,1,0.368252,3,7,0,3.34953,1.90974
-1.97434,1,0.368252,3,7,0,2.22751,1.68367
-2.16373,0.999628,0.368252,2,3,0,2.17515,1.85451
-1.24748,0.99962,0.368252,2,5,0,2.49855,0.997477
-1.48307,0.997839,0.368252,1,3,0,1.59222,1.22745
-1.10752,0.666667,0.368252,1,3,1,1.85867,0.854591
-1.36929,0.996502,0.368252,1,3,0,1.5287,1.11769
-1.09062,0.666667,0.368252,1,3,1,1.55497,0.836886
-1.13615,0.999931,0.368252,3,7,0,1.1368,0.884338
-0.857289,0.749541,0.368252,2,4,1,1.37741,0.575236
-2.32565,0.961105,0.368252,2,7,0,3.65634,1.99906
-2.51035,0.999748,0.368252,2,3,0,2.52454,2.16253
-0.990052,0.428571,0.368252,3,7,0,2.78671,0.728759
-1.4623,0.989906,0.368252,2,7,0,2.15034,1.20756
-2.18907,0.997164,0.368252,2,5,0,2.34522,1.87721
-2.45825,0.999532,0.368252,2,3,0,2.46003,2.11656
-3.16323,0.999105,0.368252,2,5,0,3.27103,2.73156
-3.86092,0.99947,0.368252,2,5,0,3.95488,3.32929
-5.93071,0.832473,0.368252,2,6,1,8.01903,5.0692
-0.652742,0.999993,0.368252,3,9,0,5.72083,0.211267
-0.65597,0.999502,0.368252,1,3,0,0.656631,0.235944
-1.59695,0.693341,0.368252,2,4,1,1.72443,1.3354
-2.13783,0.799247,0.368252,2,5,1,2.18664,1.83126
-2.46487,0.833121,0.368252,2,6,1,2.46496,2.1224
-1.68155,0.666667,0.368252,1,3,1,4.0915,1.41461
-1.77937,0.999377,0.368252,2,3,0,1.90014,1.5053
-1.77351,1,0.368252,1,1,0,1.79482,1.49989
-1.7742,0.999916,0.368252,2,3,0,1.84739,1.50052
-0.946845,0.999615,0.368252,2,7,0,2.07204,0.680486
-0.902963,0.998904,0.368252,3,7,0,1.14234,0.629947
-0.686042,0.999999,0.368252,3,7,0,0.901546,0.322508
-1.15062,0.471568,0.368252,1,2,1,2.22111,0.899262
-1.55052,0.665118,0.368252,1,3,1,1.9789,1.29159
-2.2196,0.665148,0.368252,1,3,1,3.40518,1.90453
-2.6737,0.83307,0.368252,2,6,1,2.68771,2.30607
-3.01494,0.999346,0.368252,1,3,0,3.21904,2.60331
-3.08731,0.999918,0.368252,1,1,0,3.08766,2.66597
-2.49677,0.799899,0.368252,2,5,1,3.87591,2.15056
-1.25325,0.799848,0.368252,2,5,1,3.24559,1.00324
-1.96245,0.74776,0.368252,2,4,1,2.12244,1.67287
-1.14955,0.799888,0.368252,2,5,1,2.21122,0.89816
-1.73216,0.663914,0.368252,1,3,1,2.72156,1.46164
-1.78894,0.999799,0.368252,1,1,0,1.78985,1.51412
-0.706442,0.749379,0.368252,2,4,1,2.58595,0.0955664
-0.686046,1,0.368252,1,1,0,0.710027,0.113308
-0.77068,0.910743,0.368252,1,1,0,0.828246,0.0627158
-0.77068,0.538981,0.368252,2,7,0,1.49269,0.0627158
-0.77068,0.517622,0.368252,2,7,0,1.57819,0.0627158
-0.77068,1.67013e-44,0.368252,1,1,0,0.983148,0.0627158
-1.61583,0.449516,0.368252,2,7,0,2.70795,1.35315
-2.85823,0.796786,0.368252,2,5,1,3.55192,2.4672
-2.81799,1,0.368252,1,1,0,2.86351,2.43214
-2.52254,0.999898,0.368252,1,3,0,2.95863,2.17328
-1.1634,0.799821,0.368252,2,5,1,3.47935,0.912381
-1.20612,0.999615,0.368252,1,1,0,1.20743,0.955872
-1.41639,0.998011,0.368252,1,3,0,1.49861,1.16337
-1.05709,0.666667,0.368252,1,3,1,1.76685,0.801393
-1.34533,0.665399,0.368252,1,3,1,1.55653,1.09428
-0.833458,0.5,0.368252,1,2,1,2.2697,0.545588
-0.896781,0.998848,0.368252,2,3,0,0.91517,0.622681
-0.804846,1,0.368252,1,3,0,0.909217,0.508696
-0.658797,0.997066,0.368252,1,3,0,0.962756,0.248883
-0.77637,0.979718,0.368252,1,3,0,0.901592,0.470159
-1.00531,0.663642,0.368252,1,3,1,1.19694,0.745516
-0.983089,1,0.368252,1,1,0,1.00923,0.721066
-0.769065,0.666667,0.368252,1,3,1,1.14302,0.459904
-0.679014,0.790359,0.368252,3,7,0,0.809079,0.307085
-0.871149,1,0.368252,1,1,0,0.893125,0.0368751
-1.48974,0.315977,0.368252,2,7,0,2.40749,1.23382
-1.1378,0.666667,0.368252,1,3,1,1.80647,0.886038
-0.692238,0.5,0.368252,1,2,1,2.05392,0.335162
-0.684153,1,0.368252,1,1,0,0.692512,0.318489
-0.654055,0.99777,0.368252,1,3,0,0.723062,0.177603
-0.654055,0,0.368252,0,1,1,0.995207,0.177603
-0.970954,0.437653,0.368252,1,2,1,1.87402,0.707583
-0.941264,1,0.368252,1,1,0,0.972477,0.674151
-0.918362,1,0.368252,2,3,0,0.944104,0.647879
-0.773005,0.99941,0.368252,1,3,0,0.9796,0.465457
-0.955707,0.664363,0.368252,1,3,1,1.07148,0.690497
-1.15034,0.997578,0.368252,2,3,0,1.15135,0.898968
-1.62971,0.66464,0.368252,1,3,1,2.27489,1.36617
-1.96076,0.999064,0.368252,3,7,0,2.12025,1.67133
-1.97521,0.99996,0.368252,1,1,0,1.98755,1.68445
-2.11571,0.999744,0.368252,2,3,0,2.1383,1.81139
-2.17722,0.999857,0.368252,1,1,0,2.17804,1.8666
-3.9167,0.831827,0.368252,2,6,1,4.24428,3.37674
-3.9208,0.999997,0.368252,1,1,0,3.94032,3.38023
-3.9975,0.999948,0.368252,1,1,0,3.99777,3.44541
-3.14193,0.833333,0.368252,2,6,1,4.19097,2.71316
-3.48286,0.999531,0.368252,1,3,0,3.67841,3.00644
-3.10195,0.999868,0.368252,1,3,0,3.74401,2.67862
-3.04375,1,0.368252,2,3,0,3.10376,2.62827
-3.96541,0.99933,0.368252,3,7,0,4.00177,3.41815
-4.33418,0.857055,0.368252,2,7,1,4.56338,3.73066
-3.15558,0.999857,0.368252,2,5,0,4.84232,2.72496
-3.14522,1,0.368252,2,3,0,3.17159,2.71601
-3.57553,0.999697,0.368252,3,7,0,3.73461,3.08578
-2.7436,0.999948,0.368252,2,5,0,3.75882,2.36723
-2.86387,0.99988,0.368252,2,3,0,2.89685,2.47211
-1.13728,0.999787,0.368252,2,7,0,3.25636,0.885504
-2.02595,0.796196,0.368252,2,5,1,2.05058,1.73044
-0.702652,0.999758,0.368252,2,5,0,2.23953,0.354987
-0.708436,0.999756,0.368252,2,7,0,0.720565,0.0941272
-0.904829,0.361141,0.368252,1,2,1,1.84891,0.632131
-0.938,0.998302,0.368252,2,3,0,1.03692,0.670434
-0.938,0,0.368252,0,1,1,3.02175,0.670434
-1.38284,0.663172,0.368252,1,3,1,2.01396,1.13087
-1.36055,1,0.368252,1,1,0,1.3899,1.10916
-0.792626,0.8,0.368252,2,5,1,1.34823,0.492414
-0.921615,0.665328,0.368252,1,3,1,0.966152,0.651639
-0.921615,0,0.368252,0,1,1,3.94936,0.651639
-0.937055,0.999724,0.368252,1,1,0,0.942506,0.669356
-1.60676,0.745275,0.368252,2,4,1,1.78078,1.34464
-2.68088,0.663545,0.368252,1,3,1,5.91012,2.31236
-1.97544,0.799808,0.368252,2,5,1,3.9226,1.68466
-1.56516,0.999475,0.368252,2,5,0,2.36093,1.30543
-1.60417,0.999457,0.368252,2,3,0,1.7465,1.3422
-1.36095,0.999792,0.368252,3,7,0,1.77906,1.10955
-0.858879,0.5,0.368252,1,2,1,2.22504,0.577184
-1.06993,0.664943,0.368252,1,3,1,1.19883,0.815038
-0.7352,0.5,0.368252,1,2,1,1.53119,0.409688
-0.7352,0,0.368252,0,1,1,1.30993,0.409688
-0.653625,0.5,0.368252,1,2,1,0.849372,0.180544
-0.653625,0,0.368252,0,1,1,1.9276,0.180544
-0.653625,0,0.368252,0,1,1,1.54464,0.180544
-0.653625,0,0.368252,0,1,1,1.62385,0.180544
-0.653625,0,0.368252,0,1,1,1.32196,0.180544
-0.661299,0.995362,0.368252,2,3,0,0.682396,0.258354
-0.77399,0.359124,0.368252,2,3,0,0.882035,0.466837
-0.654148,0.5,0.368252,1,2,1,0.968406,0.177024
-2.16915,0.609173,0.368252,2,4,1,2.69639,1.85937
-2.19523,0.999942,0.368252,1,1,0,2.20379,1.88272
-1.23436,0.799879,0.368252,2,5,1,2.57915,0.984326
-0.815304,0.75,0.368252,2,4,1,1.27318,0.522366
-0.666128,0.997478,0.368252,1,3,0,0.957736,0.273914
-0.924583,0.977549,0.368252,3,7,0,1.10029,0.655061
-1.43519,0.99577,0.368252,3,7,0,1.44448,1.18151
-1.46306,0.999848,0.368252,1,1,0,1.4689,1.20829
-1.4052,1,0.368252,1,1,0,1.46307,1.15255
-2.01573,0.994205,0.368252,2,7,0,3.01936,1.72119
-1.99319,1,0.368252,1,1,0,2.02506,1.70077
-2.38774,0.998507,0.368252,1,3,0,2.70981,2.05417
-1.43013,0.799904,0.368252,2,5,1,2.74385,1.17664
-1.49916,0.999865,0.368252,3,7,0,1.53758,1.2428
-1.47893,1,0.368252,2,3,0,1.50754,1.22348
-1.24198,0.999694,0.368252,1,3,0,1.58828,0.991969
-1.00017,0.998091,0.368252,3,7,0,1.73327,0.739882
-1.02218,0.999899,0.368252,2,3,0,1.02667,0.763876
-0.871787,0.666667,0.368252,1,3,1,1.07073,0.592876
-0.853766,1,0.368252,2,3,0,0.874887,0.570907
-0.815993,1,0.368252,1,1,0,0.852789,0.523258
-1.00008,0.996024,0.368252,2,3,0,1.00014,0.739787
-0.844986,0.999654,0.368252,1,3,0,1.05703,0.560039
-0.676193,0.997608,0.368252,1,3,0,1.00376,0.300478
-3.29584,0.637551,0.368252,2,4,1,4.93236,2.84584
-2.99822,0.999929,0.368252,1,3,0,3.4325,2.58881
-3.31526,0.999537,0.368252,1,3,0,3.47814,2.86255
-3.37574,0.999943,0.368252,1,1,0,3.37742,2.91453
-1.61682,0.999868,0.368252,2,7,0,3.74368,1.35408
-1.61932,0.999956,0.368252,3,7,0,1.68932,1.35642
-2.31641,0.832208,0.368252,2,6,1,2.31644,1.99083
-3.28689,0.998495,0.368252,2,5,0,3.60132,2.83814
-1.70432,0.999913,0.368252,2,5,0,3.5384,1.4358
-1.43714,0.999708,0.368252,1,3,0,1.84093,1.18339
-2.51081,0.993808,0.368252,2,5,0,3.00368,2.16294
